EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                       star_mdot                    he_core_mass                     c_core_mass                           log_L                          log_LH                         log_LHe                        log_Teff                           log_R                           log_g                      surface_h1                     surface_he3                     surface_he4                     surface_c12                     surface_o16                    log_center_T                  log_center_Rho                    center_gamma                       center_h1                      center_he4                      center_c12                           phase
   93         6.0000000000000000E+000         3.1876906236740743E-001         3.1876879115545564E-001        -7.6336504406396442E-014         0.0000000000000000E+000         0.0000000000000000E+000        -4.5013154731087179E-001        -9.3185047556997311E+000        -9.9000000000000000E+001         3.5368436648074777E+000         2.2392404891172307E-001         3.4937504766412979E+000         7.1539283800010467E-001         6.6324352617996241E-005         2.7025513764696896E-001         2.4965358274971045E-003         6.1088852298835025E-003         6.1769136968471177E+000        -2.1324986969217630E-001         1.4186521506987787E-001         7.1539283800010467E-001         2.7025513764696901E-001         2.4965358274971049E-003        -1.0000000000000000E+000
   94         6.0000000000000000E+000         3.2199547005050361E-001         3.2199519490759532E-001        -7.6095637038448697E-014         0.0000000000000000E+000         0.0000000000000000E+000        -4.4525471910961884E-001        -9.2838280429475937E+000        -9.9000000000000000E+001         3.5374869215356912E+000         2.2507594955592314E-001         3.4958106641623305E+000         7.1539283800009867E-001         6.6324352616926242E-005         2.7025513764697584E-001         2.4965358274971657E-003         6.1088852298836517E-003         6.1799823589452734E+000        -2.1252710674682329E-001         1.4094554685187413E-001         7.1539283800009845E-001         2.7025513764697584E-001         2.4965358274971657E-003        -1.0000000000000000E+000
   95         6.0000000000000000E+000         3.3036988134009698E-001         3.3036959621639883E-001        -7.7039822639387414E-014         0.0000000000000000E+000         0.0000000000000000E+000        -4.3170536613267008E-001        -9.2015429619896540E+000        -9.8999999999999972E+001         3.5392053055278834E+000         2.2841385806001080E-001         3.5003116168155204E+000         7.1539283800002518E-001         6.6324352618316108E-005         2.7025513764704290E-001         2.4965358274979324E-003         6.1088852298855217E-003         6.1874409418023779E+000        -2.1181393939734589E-001         1.3861799485068677E-001         7.1539283800002518E-001         2.7025513764704295E-001         2.4965358274979324E-003        -1.0000000000000000E+000
   96         6.0000000000000000E+000         3.4470961307704845E-001         3.4470931070047872E-001        -7.8803474793671109E-014         0.0000000000000000E+000         0.0000000000000000E+000        -4.0902321238444317E-001        -9.0650002409657731E+000        -9.8999999999999986E+001         3.5422058499902165E+000         2.3375384600945959E-001         3.5080460534888616E+000         7.1539283800007580E-001         6.6324352621192591E-005         2.7025513764699305E-001         2.4965358274973686E-003         6.1088852298841383E-003         6.2000434186597300E+000        -2.0989679554318896E-001         1.3485676048006129E-001         7.1539283800007580E-001         2.7025513764699299E-001         2.4965358274973686E-003        -1.0000000000000000E+000
   97         6.0000000000000000E+000         3.5686290355575417E-001         3.5686258627138434E-001        -8.0273662137328370E-014         0.0000000000000000E+000         0.0000000000000000E+000        -3.9021294014687963E-001        -8.9515366508984826E+000        -9.9000000000000000E+001         3.5448271461111807E+000         2.3791638988631297E-001         3.5147774854511828E+000         7.1539283800007669E-001         6.6324352624460377E-005         2.7025513764698961E-001         2.4965358274972654E-003         6.1088852298838894E-003         6.2105372795871254E+000        -2.0774903975455628E-001         1.3185331579480369E-001         7.1539283800007669E-001         2.7025513764698961E-001         2.4965358274972654E-003        -1.0000000000000000E+000
   98         6.0000000000000000E+000         3.7257500509499486E-001         3.7257466823858926E-001        -8.2160970255025669E-014         0.0000000000000000E+000         0.0000000000000000E+000        -3.6636858244797044E-001        -8.8078495356114477E+000        -9.8999999999999986E+001         3.5483466139717095E+000         2.4279963301471019E-001         3.5237306210207278E+000         7.1539283800007747E-001         6.6324352629994416E-005         2.7025513764698306E-001         2.4965358274972862E-003         6.1088852298839440E-003         6.2238949656063607E+000        -2.0417772964856820E-001         1.2820960589650382E-001         7.1539283800007747E-001         2.7025513764698306E-001         2.4965358274972867E-003        -1.0000000000000000E+000
   99         6.0000000000000000E+000         3.8365504375818232E-001         3.8365469274533404E-001        -8.3436052432940976E-014         0.0000000000000000E+000         0.0000000000000000E+000        -3.5007387268974366E-001        -8.7079006478343572E+000        -9.8999999999999972E+001         3.5508805375237182E+000         2.4587914078980572E-001         3.5302943939156650E+000         7.1539283800005671E-001         6.6324352635006506E-005         2.7025513764699777E-001         2.4965358274974718E-003         6.1088852298843968E-003         6.2331641043068231E+000        -2.0113229683921111E-001         1.2579649500800935E-001         7.1539283800005660E-001         2.7025513764699771E-001         2.4965358274974718E-003        -1.0000000000000000E+000
  100         6.0000000000000000E+000         3.9957887058594949E-001         3.9957849903754344E-001        -8.5230842538419927E-014         0.0000000000000000E+000         0.0000000000000000E+000        -3.2694792150979884E-001        -8.5675680591145635E+000        -9.8999999999999986E+001         3.5546159070151035E+000         2.4997137739700825E-001         3.5398000022917628E+000         7.1539283800005815E-001         6.6324352644079042E-005         2.7025513764698783E-001         2.4965358274973569E-003         6.1088852298841149E-003         6.2463204815923810E+000        -1.9619790267799378E-001         1.2250249174338394E-001         7.1539283800005815E-001         2.7025513764698783E-001         2.4965358274973565E-003        -1.0000000000000000E+000
  101         6.0000000000000000E+000         4.1561057057294104E-001         4.1561017800140920E-001        -8.7630470713894310E-014         0.0000000000000000E+000         0.0000000000000000E+000        -3.0435651060798286E-001        -8.4342083600285847E+000        -9.8999999999999972E+001         3.5585340995666388E+000         2.5343069774484450E-001         3.5493148046073366E+000         7.1539283800004283E-001         6.6324352655702462E-005         2.7025513764699149E-001         2.4965358274973929E-003         6.1088852298842025E-003         6.2588806739774165E+000        -1.9061942011861116E-001         1.1959543298103212E-001         7.1539283800004283E-001         2.7025513764699144E-001         2.4965358274973929E-003        -1.0000000000000000E+000
  102         6.0000000000000000E+000         4.3543638987617833E-001         4.3543597104254411E-001        -9.0072175827729882E-014         0.0000000000000000E+000         0.0000000000000000E+000        -2.7651790544226446E-001        -8.2726607505311591E+000        -9.9000000000000000E+001         3.5632705080238010E+000         2.5787718341337990E-001         3.5607046390639132E+000         7.1539283800001752E-001         6.6324352674872999E-005         2.7025513764699738E-001         2.4965358274974571E-003         6.1088852298843569E-003         6.2742229552841939E+000        -1.8421784649964482E-001         1.1601152718449959E-001         7.1539283800001752E-001         2.7025513764699738E-001         2.4965358274974571E-003        -1.0000000000000000E+000
  103         6.0000000000000000E+000         4.5464347161680951E-001         4.5464302708446452E-001        -9.2330140620176225E-014         0.0000000000000000E+000         0.0000000000000000E+000        -2.4979202484428900E-001        -8.1239069412299045E+000        -9.8999999999999986E+001         3.5677374563211783E+000         2.6230622711761209E-001         3.5709953246972206E+000         7.1539283799998932E-001         6.6324352699015038E-005         2.7025513764700126E-001         2.4965358274974957E-003         6.1088852298844497E-003         6.2885000955383870E+000        -1.7882210832524847E-001         1.1267824310444324E-001         7.1539283799998932E-001         2.7025513764700126E-001         2.4965358274974961E-003        -1.0000000000000000E+000
  104         6.0000000000000000E+000         4.7433784922571159E-001         4.7433737814056331E-001        -9.5453116430598533E-014         0.0000000000000000E+000         0.0000000000000000E+000        -2.2335116377051162E-001        -7.9862516638900498E+000        -9.9000000000000000E+001         3.5722141940541072E+000         2.6657318218864368E-001         3.5804847139199523E+000         7.1539283799996101E-001         6.6324352729315141E-005         2.7025513764699949E-001         2.4965358274974632E-003         6.1088852298843716E-003         6.3018613928664147E+000        -1.7402909766928931E-001         1.0971061383351523E-001         7.1539283799996101E-001         2.7025513764699949E-001         2.4965358274974632E-003        -1.0000000000000000E+000
  105         6.0000000000000000E+000         4.9763144795128295E-001         4.9763094506268490E-001        -9.8351449648214544E-014         0.0000000000000000E+000         0.0000000000000000E+000        -1.9221583934928541E-001        -7.8263785335609741E+000        -9.8999999999999986E+001         3.5773873674900600E+000         2.7179449752735163E-001         3.5913592080274408E+000         7.1539283799991582E-001         6.6324352776908323E-005         2.7025513764699743E-001         2.4965358274974241E-003         6.1088852298842771E-003         6.3175098256122020E+000        -1.6883934963756123E-001         1.0619894934562324E-001         7.1539283799991582E-001         2.7025513764699749E-001         2.4965358274974241E-003        -1.0000000000000000E+000
  106         6.0000000000000000E+000         5.2182353170361884E-001         5.2182299573191693E-001        -1.0223819664804163E-013         0.0000000000000000E+000         0.0000000000000000E+000        -1.6170847579303824E-001        -7.6803314318595204E+000        -9.8999999999999986E+001         3.5823465048043359E+000         2.7712990467692245E-001         3.6009226581717328E+000         7.1539283799986364E-001         6.6324352836875044E-005         2.7025513764699027E-001         2.4965358274973573E-003         6.1088852298841131E-003         6.3319880654172902E+000        -1.6507451726018574E-001         1.0305205994550728E-001         7.1539283799986353E-001         2.7025513764699033E-001         2.4965358274973573E-003        -1.0000000000000000E+000
  107         6.0000000000000000E+000         5.4806209171945608E-001         5.4806151952080506E-001        -1.0597735618770441E-013         0.0000000000000000E+000         0.0000000000000000E+000        -1.2888287763468892E-001        -7.5257217855396750E+000        -9.8999999999999986E+001         3.5876252458495848E+000         2.8298522166560031E-001         3.6109337057746180E+000         7.1539283799978826E-001         6.6324352921272458E-005         2.7025513764698234E-001         2.4965358274972819E-003         6.1088852298839275E-003         6.3474145899841679E+000        -1.6139050233835428E-001         9.9697208500268503E-002         7.1539283799978814E-001         2.7025513764698234E-001         2.4965358274972810E-003        -1.0000000000000000E+000
  108         6.0000000000000000E+000         5.7574714556148754E-001         5.7574653517337204E-001        -1.1085103112563121E-013         0.0000000000000000E+000         0.0000000000000000E+000        -9.5778249459629969E-002        -7.3834740953640932E+000        -9.8999999999999986E+001         3.5927654665293662E+000         2.8925709439356639E-001         3.6194532095208549E+000         7.1539283799966791E-001         6.6324353024845736E-005         2.7025513764699560E-001         2.4965358274977312E-003         6.1088852298850291E-003         6.3617226286833786E+000        -1.5974066089973771E-001         9.6620333021980698E-002         7.1539283799966802E-001         2.7025513764699560E-001         2.4965358274977307E-003        -1.0000000000000000E+000
  109         6.0000000000000000E+000         6.0291395638391909E-001         6.0291330817819111E-001        -1.1523985645171344E-013         0.0000000000000000E+000         0.0000000000000000E+000        -6.3637466024220962E-002        -7.2477069640292644E+000        -9.8999999999999986E+001         3.5977063939521092E+000         2.9544563126578399E-001         3.6274316437345728E+000         7.1539283799952202E-001         6.6324353152762456E-005         2.7025513764701098E-001         2.4965358274981917E-003         6.1088852298861566E-003         6.3754338853847567E+000        -1.5851234698119693E-001         9.3674916194513555E-002         7.1539283799952202E-001         2.7025513764701103E-001         2.4965358274981917E-003        -1.0000000000000000E+000
  110         6.0000000000000000E+000         6.2932579256992094E-001         6.2932510751891846E-001        -1.2058416078855055E-013         0.0000000000000000E+000         0.0000000000000000E+000        -3.3498293611072733E-002        -7.1304534396173054E+000        -9.8999999999999972E+001         3.6022224198647050E+000         3.0148316564716715E-001         3.6337191902810972E+000         7.1539283799936793E-001         6.6324353292374682E-005         2.7025513764702636E-001         2.4965358274984866E-003         6.1088852298868679E-003         6.3873988777554880E+000        -1.5869842612533958E-001         9.1140130152584653E-002         7.1539283799936770E-001         2.7025513764702624E-001         2.4965358274984866E-003        -1.0000000000000000E+000
